xi,H_median,H_lower_95,H_upper_95,n_successful_bootstrap,seed
0.4816935016209463,0.7424516006769302,0.7141638344048491,0.7721668051259999,2000,20260803
0.4849263439137043,0.7399894350461336,0.7117589479481197,0.7696824547054371,2000,20260803
0.48815918620646237,0.737524658181029,0.7093543226285788,0.7671920176086356,2000,20260803
0.49139202849922037,0.7350573750407421,0.7069500370045669,0.7646956186031354,2000,20260803
0.4946248707919784,0.7325876898840582,0.7045461688268203,0.762193382139841,2000,20260803
0.4978577130847364,0.7301157062713887,0.7021427950457308,0.7596854323471398,2000,20260803
0.5010905553774945,0.7276415270666972,0.6997399918184791,0.7571718930250426,2000,20260803
0.5043233976702525,0.7251652544393856,0.6973378345160481,0.7546528876393523,2000,20260803
0.5075562399630106,0.7226869898661434,0.6949363977301193,0.7521285393158593,2000,20260803
0.5107890822557686,0.7202068341327629,0.6925357552798551,0.7495989708345653,2000,20260803
0.5140219245485266,0.7177248873359191,0.6901359802185718,0.7470643046239371,2000,20260803
0.5172547668412846,0.7152412488849225,0.6877371448403049,0.7445246627551931,2000,20260803
0.5204876091340427,0.7127560175034396,0.6853393206862713,0.7419801669366201,2000,20260803
0.5237204514268007,0.7102692912311883,0.6829425785512321,0.7394309385079251,2000,20260803
